product_id,product_name,product_price,store_id,store_name,quantity,date
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1907,2019-05-30 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,979,2020-05-06 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1021,2020-08-09 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,472,2019-07-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,977,2020-05-29 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,1718,2019-06-03 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,781,2018-08-26 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,3735,2019-07-17 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1583,2019-07-26 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,3435,2020-07-23 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,457,2020-12-27 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,4547,2018-11-19 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1342,2021-12-07 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2643,2022-01-23 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2542,2020-10-27 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,986,2019-03-13 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,4963,2021-05-06 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1017,2021-12-31 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,790,2019-01-15 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,2200,2021-05-30 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1073,2018-10-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,3907,2020-12-03 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1451,2021-07-31 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,993,2020-10-18 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,998,2019-09-13 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,1051,2018-11-08 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,2566,2019-05-12 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,5125,2021-09-12 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,575,2022-01-05 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1455,2020-07-25 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,979,2019-12-03 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,3231,2021-04-06 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,2721,2020-03-27 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,2016,2021-11-12 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2153,2018-07-02 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,3054,2020-11-24 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1224,2022-02-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,3793,2019-12-06 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,423,2019-04-28 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,7758,2020-03-09 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2112,2018-01-18 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,963,2018-03-17 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,4816,2021-01-03 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2259,2021-05-21 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1905,2021-09-04 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1015,2019-11-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1540,2019-08-06 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,1371,2019-01-27 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,3556,2022-03-17 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,839,2020-04-13 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1877,2021-03-15 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1659,2018-02-14 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2009,2019-03-20 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1189,2018-10-30 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2792,2019-09-23 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2604,2022-02-02 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2274,2018-07-04 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1693,2020-10-11 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1266,2018-06-16 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,2183,2019-12-12 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,942,2019-10-25 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2780,2018-01-23 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,4029,2020-12-10 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2413,2021-05-05 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,484,2021-05-24 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,3155,2020-04-28 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1545,2018-03-26 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1083,2021-09-05 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1510,2020-06-17 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,3099,2018-11-23 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2017,2022-01-02 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1044,2020-11-23 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2826,2020-09-08 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,408,2021-11-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1082,2021-10-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2215,2022-01-09 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1050,2019-07-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1602,2021-08-11 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,2296,2021-06-22 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2908,2020-09-18 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,573,2018-04-25 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,7648,2018-03-08 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,3141,2021-02-05 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,771,2020-08-23 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1131,2022-01-16 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,580,2018-07-09 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2092,2018-08-26 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,1078,2020-10-22 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,2455,2020-11-04 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1711,2018-02-01 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1050,2018-05-06 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,3228,2021-05-03 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1066,2019-07-16 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,2575,2020-08-10 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2294,2019-01-15 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,4182,2018-09-27 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,3268,2020-03-04 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2116,2020-10-25 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,931,2020-04-03 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2312,2019-10-29 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2244,2018-02-10 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1520,2020-02-22 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1448,2022-02-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,3383,2018-09-10 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,411,2019-01-10 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1057,2019-09-07 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,3709,2018-04-02 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2845,2020-03-20 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,7489,2019-05-23 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,2239,2020-08-11 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,2161,2018-08-16 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,6122,2018-09-11 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2301,2020-03-09 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,3833,2019-07-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,5593,2018-12-19 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,1560,2018-04-28 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,364,2018-06-10 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2321,2019-08-14 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,1449,2021-05-05 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,3894,2018-02-23 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1417,2020-11-18 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,1542,2020-06-04 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,912,2018-01-29 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2740,2022-03-31 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,8193,2021-08-06 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,3766,2018-11-29 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,987,2018-06-24 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,4953,2018-09-03 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2960,2022-01-11 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,606,2018-03-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,8127,2021-01-28 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,465,2018-01-28 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,4038,2020-07-20 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2082,2018-04-09 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,4417,2018-10-13 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1292,2018-09-16 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1109,2021-07-26 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1836,2020-04-29 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1757,2019-11-16 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,3219,2018-12-02 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2213,2018-07-05 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,3431,2021-09-27 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,1970,2020-02-24 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,1889,2020-04-27 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,9355,2020-05-09 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,469,2020-12-27 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,530,2020-10-30 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,946,2019-07-26 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,966,2020-05-10 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1093,2019-08-13 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,6142,2021-07-14 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2428,2020-05-13 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,940,2019-12-03 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1107,2020-06-03 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,2024,2021-12-18 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1112,2018-04-27 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,2139,2018-01-29 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1268,2018-08-06 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2797,2019-02-09 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1988,2021-04-15 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,882,2019-07-14 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc272,Giant,2764,2021-05-11 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,1914,2020-12-31 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,1435,2018-03-16 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,484,2020-04-13 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,1817,2018-12-08 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,588,2019-05-26 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,1021,2020-04-12 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,4394,2019-04-05 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,4579,2022-02-16 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc272,Giant,4197,2020-12-14 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2000,2018-08-19 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,423,2020-09-29 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,982,2020-12-24 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,1886,2019-07-25 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,5490,2020-04-10 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,482,2018-05-24 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2479,2021-03-31 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc271,MG,2367,2021-10-02 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,535,2021-10-19 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc270,Aziza,2234,2019-07-29 00:00:00
627d2d16bb05f70dc2dbc274,Air Conditionner,1500.0,627d2d16bb05f70dc2dbc270,Aziza,1038,2022-01-17 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,802,2020-05-06 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc272,Giant,5331,2018-04-07 00:00:00
627d2d16bb05f70dc2dbc275,Radiator,2000.0,627d2d16bb05f70dc2dbc271,MG,4965,2019-12-30 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc271,MG,2618,2021-02-26 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,492,2020-01-01 00:00:00
627d2d16bb05f70dc2dbc273,Legion 5,3500.0,627d2d16bb05f70dc2dbc270,Aziza,997,2020-02-05 00:00:00
